problem	trajectory_id	started	ended	model	steps	cached_tokens	input_tokens	output_tokens	cost_usd	solved
putnam_2004_a3	f94bd6c7-540a-4c1b-bfc7-7e9ca6731394	2026-08-09T17:19:36	2026-08-09T17:32:44	deepseek-v4-flash	15	90930	11054	49534	0.0157	1
putnam_2004_a4	d1c4b431-e6a9-413b-bf23-ea2ea60ac291	2026-08-09T17:30:34	2026-08-09T18:02:04	deepseek-v4-flash	46	1262556	45354	114365	0.0419	1
putnam_2004_a5	bc500293-6ae1-40d1-9d5d-3fadd155857a	2026-08-09T17:33:09	2026-08-10T01:36:08	deepseek-v4-flash	420	79116432	366446	867828	0.5158	0
putnam_2004_a5	a2e69cc9-fde1-43f7-bdfd-20a2dd467390	2026-08-12T07:25:35	2026-08-12T13:40:04	deepseek-v4-flash	533	73112161	497413	871160	0.5183	1
putnam_2004_a6	58e5d903-4847-49fc-9d89-dab0b14604e2	2026-08-09T18:02:36	2026-08-09T18:51:43	deepseek-v4-flash	107	4989014	92734	158082	0.0712	1
putnam_2004_b1	7da47151-09f3-4881-ab35-0c20e739e2c1	2026-08-09T18:02:40	2026-08-09T18:29:09	deepseek-v4-flash	34	906371	53642	113729	0.0419	1
putnam_2004_b2	f691a8c6-b548-4b04-9ade-f0c4fa52f85f	2026-08-09T18:22:39	2026-08-09T18:31:50	deepseek-v4-flash	14	96858	13671	37890	0.0128	1
putnam_2004_b4	40ad3c94-fbce-44d3-b8de-3c5ffcbc2e03	2026-08-09T18:29:41	2026-08-09T18:44:19	deepseek-v4-flash	41	436420	23088	48271	0.018	1
putnam_2004_b5	edb6942e-889f-4dcc-8fc3-ed704cc6cb95	2026-08-09T18:32:19	2026-08-09T19:31:37	deepseek-v4-flash	82	3882010	83059	166858	0.0692	1
putnam_2004_b6	5f24d721-2ba5-4005-bf84-1ca34df7ab31	2026-08-09T18:44:40	2026-08-09T21:12:42	deepseek-v4-flash	18	86699	8460	508384	0.1438	0
putnam_2004_b6	ee67b020-50b6-460f-90c9-3f9648cc0675	2026-08-12T08:09:57	2026-08-12T23:00:23	deepseek-v4-flash	378	19942301	455054	3613149	1.1312	1
putnam_2004_b6	29296c1d-29e2-4abc-aa0b-96eaf702219d	2026-08-13T17:31:48	2026-08-13T23:16:25	deepseek-v4-pro	156	9431887	116422	226893	0.2822	1
putnam_2005_a1	f1c599c2-71b4-4214-935c-d1a7badd6274	2026-08-09T18:53:00	2026-08-09T19:15:43	deepseek-v4-flash	29	366356	22643	86362	0.0284	1
putnam_2005_a2	c462e9fd-b89e-4cfa-aeb6-94b6ad699cef	2026-08-09T19:10:36	2026-08-10T02:17:34	deepseek-v4-flash	516	113390270	402696	832980	0.6071	0
putnam_2005_a2	04c2cef1-78e2-4ba6-8093-801cbc708b2b	2026-08-12T10:34:12	2026-08-12T15:32:13	deepseek-v4-flash	579	78936215	516735	1073190	0.5939	1
putnam_2005_a2	8104ce2d-77ca-49e9-9c40-826295a2862c	2026-08-13T01:25:33	2026-08-13T12:28:12	deepseek-v4-pro	1635	411180782	1106858	976859	2.8219	1
putnam_2005_a3	e8ab9db8-fc5f-4586-8201-b91782adc2d1	2026-08-09T19:16:10	2026-08-09T19:48:08	deepseek-v4-flash	32	862860	46932	116011	0.0415	1
putnam_2005_a4	d250b649-1fd2-4b23-9169-a58bc2aa284a	2026-08-09T19:22:12	2026-08-09T19:46:52	deepseek-v4-flash	59	1135762	42043	93983	0.0354	1
putnam_2005_a5	49a43656-c4ae-4c6e-af4e-758b9cc0f342	2026-08-09T19:32:37	2026-08-09T19:45:55	deepseek-v4-flash	32	420876	28204	44170	0.0175	1
putnam_2005_b1	4b02929b-0e75-4209-b73f-53abba935fdb	2026-08-09T19:46:58	2026-08-09T19:49:18	deepseek-v4-flash	6	15940	4932	6646	0.0026	1
putnam_2005_b2	a2f4a01a-973b-494d-a68c-3d5225282c34	2026-08-09T19:47:32	2026-08-09T21:18:15	deepseek-v4-flash	72	2846318	70055	191460	0.0714	1
putnam_2005_b3	ecdd1ca5-7c00-41d7-a311-3163820241a5	2026-08-09T19:48:42	2026-08-09T20:14:06	deepseek-v4-flash	44	1229587	46836	95042	0.0366	1
putnam_2005_b4	d9134c86-26b1-437a-a932-f824881ebfa3	2026-08-09T19:49:49	2026-08-09T20:59:28	deepseek-v4-flash	99	5336141	102882	259710	0.1021	1
putnam_2005_b5	79993414-3afd-46d6-9de3-d04bd2e51be4	2026-08-09T20:15:09	2026-08-09T22:42:54	deepseek-v4-flash	204	11927165	114112	255055	0.1208	1
putnam_2005_b6	d52be72f-625d-4dc8-a0ef-d6074ebfc1fc	2026-08-09T20:59:55	2026-08-09T21:43:28	deepseek-v4-flash	80	2788557	73286	149274	0.0599	1
putnam_2006_a1	40552a8d-48d6-4cb1-bed6-5d4972adae19	2026-08-09T21:12:43	2026-08-09T21:35:03	deepseek-v4-flash	39	1052141	53972	80834	0.0331	1
putnam_2006_a3	fbed2606-fb61-499b-a242-5343544389ab	2026-08-09T21:16:14	2026-08-09T22:54:58	deepseek-v4-flash	83	4195877	85138	222412	0.0859	1
putnam_2006_a4	43b4989a-8388-4224-a5d2-57aa41c09445	2026-08-09T21:22:46	2026-08-09T22:25:27	deepseek-v4-flash	75	2369778	72429	174543	0.0656	1
putnam_2006_a5	d205fa27-12cd-40e4-8744-0798888f8b65	2026-08-09T21:35:57	2026-08-09T23:51:40	deepseek-v4-flash	149	13660184	160194	362236	0.1621	1
putnam_2006_b1	d2f62adf-ab4f-44c5-b209-c0e20542d7a1	2026-08-09T21:44:41	2026-08-09T23:26:10	deepseek-v4-flash	128	7283864	113760	181551	0.0872	1
putnam_2006_b2	685d5753-6622-4748-ac1e-9c93d4a83f2b	2026-08-09T22:26:41	2026-08-09T23:24:21	deepseek-v4-flash	58	1499045	55084	136781	0.0502	1
putnam_2006_b3	8f8387a4-65a7-4fe9-814c-3ee5aba8c6f2	2026-08-09T22:44:29	2026-08-10T13:39:21	deepseek-v4-flash	562	138786742	458687	1559960	0.8896	0
putnam_2006_b3	eeb1edf3-48a1-4a79-9c56-54a5b6d71c91	2026-08-12T10:42:12	2026-08-12T19:54:28	deepseek-v4-flash	814	109539057	723459	1426283	0.8074	1
putnam_2006_b4	d55eb48d-35c5-4e59-a474-c3362081b57a	2026-08-09T22:55:53	2026-08-09T23:26:36	deepseek-v4-flash	24	626480	43018	119774	0.0413	1
putnam_2006_b5	845110fc-bb92-4d78-ae1d-17868078b3cd	2026-08-09T23:21:55	2026-08-09T23:29:34	deepseek-v4-flash	14	96273	12887	15462	0.0064	1
putnam_2006_b6	b2413e43-ea77-4f8c-9289-6d52e064b6c3	2026-08-09T23:25:08	2026-08-09T23:49:40	deepseek-v4-flash	44	973841	40233	90982	0.0338	1
putnam_2007_a1	de4f8775-3e88-4897-8042-a5e33b2b3566	2026-08-09T23:27:17	2026-08-09T23:47:23	deepseek-v4-flash	14	133305	21059	73803	0.024	1
putnam_2007_a2	cd91d3ba-d84d-494f-b8f9-1d757f890505	2026-08-09T23:28:19	2026-08-10T01:05:21	deepseek-v4-flash	193	15010814	144940	307153	0.1483	1
putnam_2007_a3	d9b42cd1-b879-4b7a-8565-db42d3c18779	2026-08-09T23:30:06	2026-08-10T05:03:11	deepseek-v4-flash	444	88025247	390435	690526	0.4945	1
putnam_2007_a4	d226224c-6f23-4606-bc52-7024216894b9	2026-08-09T23:49:13	2026-08-10T00:37:39	deepseek-v4-flash	45	8184454	251945	316788	0.1469	1
putnam_2007_a5	edcc951b-d692-47b9-8d49-8502ce6f5c6f	2026-08-09T23:50:25	2026-08-10T01:00:59	deepseek-v4-flash	116	7853089	113518	240656	0.1053	1
putnam_2007_b1	a011872c-7b27-4cf3-a139-037fb9f80b24	2026-08-09T23:52:17	2026-08-10T00:00:54	deepseek-v4-flash	16	126885	14153	27537	0.01	1
putnam_2007_b2	3144f810-b624-4b50-973f-13eb18cfcb47	2026-08-10T00:01:05	2026-08-10T00:42:00	deepseek-v4-flash	51	1844675	60737	118943	0.047	1
putnam_2007_b3	abf8e8e5-c582-4017-984f-e250fda1f79e	2026-08-10T00:38:33	2026-08-10T00:56:59	deepseek-v4-flash	30	338884	19117	66911	0.0224	1
putnam_2007_b4	54a531c8-4847-4296-8e1d-9a6dee781161	2026-08-10T00:42:41	2026-08-10T02:01:48	deepseek-v4-flash	170	11902480	128637	254484	0.1226	1
putnam_2007_b5	46a2315c-e56e-4f36-b3b7-454380f074be	2026-08-10T00:57:14	2026-08-10T01:20:49	deepseek-v4-flash	31	572747	36526	109747	0.0374	1
putnam_2007_b6	a6e0f52e-adf4-4d5e-a8e6-efd0e8fed4f0	2026-08-10T01:01:24	2026-08-10T03:15:54	deepseek-v4-flash	266	29755978	216568	438662	0.2365	1
putnam_2008_a1	c1a01b31-9295-447c-9108-342c80b5a750	2026-08-10T01:05:50	2026-08-10T01:06:37	deepseek-v4-flash	4	6972	2772	1746	0.0009	1
putnam_2008_a3	6cf97b34-02e9-4e71-b2b1-c90ee8d4c1a1	2026-08-10T01:06:51	2026-08-10T01:37:36	deepseek-v4-flash	79	2419316	58172	144837	0.0555	1
putnam_2008_a4	43dfe900-0dac-4a67-b9fd-ad7c8332a649	2026-08-10T01:21:20	2026-08-10T02:04:20	deepseek-v4-flash	55	1715760	52935	201370	0.0686	1
putnam_2008_a5	b62ff2d0-74bf-4925-8703-085f47021cd0	2026-08-10T01:36:08	2026-08-10T01:58:41	deepseek-v4-flash	54	2066432	65076	102529	0.0436	1
putnam_2008_a6	710ebd40-9d45-4917-9e10-5627c0afd1bc	2026-08-10T01:37:52	2026-08-10T02:25:57	deepseek-v4-flash	63	2062173	61382	178519	0.0644	1
putnam_2008_b1	aa639bfe-771b-4c73-b6d0-4e0f168355ea	2026-08-10T01:58:58	2026-08-10T02:56:23	deepseek-v4-flash	95	3519951	68146	119462	0.0528	1
putnam_2008_b2	6e2daaf2-399a-4622-adf0-76f7d1af925d	2026-08-10T02:02:10	2026-08-10T02:18:48	deepseek-v4-flash	52	1558817	62351	69530	0.0326	1
putnam_2008_b3	09921f28-6380-4868-90db-9da261f16bb5	2026-08-10T02:04:38	2026-08-10T02:29:15	deepseek-v4-flash	69	2160576	74278	98674	0.0441	1
putnam_2008_b4	6bd296d8-dd14-4a12-a63a-158ac15262cb	2026-08-10T02:17:34	2026-08-10T02:48:04	deepseek-v4-flash	55	1373503	47879	125658	0.0457	1
putnam_2008_b5	92b4a797-cdb7-47b7-aaeb-efb8550d13b6	2026-08-10T02:19:10	2026-08-10T02:45:52	deepseek-v4-flash	54	1935734	59338	108262	0.044	1
putnam_2008_b6	e588063c-4c04-47f8-a9db-c54eed8b27ed	2026-08-10T02:27:11	2026-08-10T06:55:09	deepseek-v4-flash	233	23039515	180605	401868	0.2023	1
putnam_2009_a1	c1a9f3c1-a03c-478b-9f56-bc431a27997c	2026-08-10T02:29:50	2026-08-10T02:35:05	deepseek-v4-flash	8	24009	5619	21135	0.0068	1
putnam_2009_a2	84bce944-6a80-4fad-8f7f-79c078112db1	2026-08-10T02:35:36	2026-08-10T02:53:49	deepseek-v4-flash	34	874407	40183	79025	0.0302	1
putnam_2009_a3	d705a019-b0b7-4a04-a253-3e33832b86f1	2026-08-10T02:46:19	2026-08-10T02:50:37	deepseek-v4-flash	14	102484	13860	21507	0.0082	1
putnam_2009_a4	297bf7cc-6ede-47e3-a50a-770f50407301	2026-08-10T02:48:22	2026-08-10T03:13:19	deepseek-v4-flash	34	584276	37042	102296	0.0355	1
putnam_2009_a5	8619e258-d0e6-480d-853f-8e98bd27a687	2026-08-10T02:50:50	2026-08-10T03:35:26	deepseek-v4-flash	96	4244284	84157	212194	0.0831	1
putnam_2009_b1	536361e5-3e0e-4c98-a87f-3b93cc0a0ad2	2026-08-10T02:54:25	2026-08-10T03:03:14	deepseek-v4-flash	23	280726	24378	47485	0.0175	1
putnam_2009_b2	ed0b96c5-55cb-4c9e-9560-7f5100947ecc	2026-08-10T02:57:47	2026-08-10T03:21:09	deepseek-v4-flash	28	376819	28813	118758	0.0383	1
putnam_2009_b3	095443d9-2bb0-48b6-9972-ee64da9163ec	2026-08-10T03:03:36	2026-08-10T04:50:56	deepseek-v4-flash	186	16723835	167297	335434	0.1642	1
putnam_2009_b4	4aa47138-46a6-407f-a492-6a6be9dd8fd0	2026-08-10T03:13:31	2026-08-10T04:40:28	deepseek-v4-flash	158	10426147	117227	280425	0.1241	1
putnam_2009_b5	e697f9b1-3082-4acd-b23e-15d91d1de2b4	2026-08-10T03:16:28	2026-08-10T03:30:39	deepseek-v4-flash	23	360912	34634	72786	0.0262	1
putnam_2009_b6	a3a04d11-02a5-4e43-9875-afaedf7459a8	2026-08-10T03:21:34	2026-08-10T04:02:57	deepseek-v4-flash	7	14187	2427	267516	0.0753	0
putnam_2009_b6	612ad6a1-0e0d-4cba-b18a-5c8b4ac0cd7d	2026-08-12T12:48:45	2026-08-12T21:06:54	deepseek-v4-flash	66	1520223	38993	1221341	0.3517	0
putnam_2009_b6	4296f606-afe3-4a00-9c70-6dee7bc16915	2026-08-13T01:25:38	2026-08-13T14:22:17	deepseek-v4-pro	706	89742168	351309	563340	0.9682	1
putnam_2010_a1	fb027e93-c854-4e3c-be2f-8eabb9bf9ea6	2026-08-10T03:31:06	2026-08-10T03:52:27	deepseek-v4-flash	37	855073	42918	110508	0.0393	1
putnam_2010_a2	d31976d7-41fa-4a91-a300-6767b3638d8c	2026-08-10T03:35:54	2026-08-10T03:41:47	deepseek-v4-flash	14	93179	12866	29069	0.0102	1
putnam_2010_a3	c94c1d27-2531-4678-9a79-d3864672da7e	2026-08-10T03:42:04	2026-08-10T03:46:49	deepseek-v4-flash	10	63215	12288	21747	0.008	1
putnam_2010_a4	1ab4958f-08ed-4bf9-884d-dfc11da309ba	2026-08-10T03:47:02	2026-08-10T04:00:23	deepseek-v4-flash	19	152340	14984	64716	0.0206	1
putnam_2010_a5	f0de78f1-0448-46db-b95f-e846f5b1177d	2026-08-10T03:52:49	2026-08-10T04:14:30	deepseek-v4-flash	41	838047	36137	98401	0.035	1
putnam_2010_a6	b74fee9b-0aad-4b89-b29c-cbb795a48b78	2026-08-10T04:00:51	2026-08-10T04:56:40	deepseek-v4-flash	98	5135070	97239	190086	0.0812	1
putnam_2010_b1	c787e378-b0fb-4829-a1fa-763997fa6ccd	2026-08-10T04:02:57	2026-08-10T04:17:19	deepseek-v4-flash	45	950867	35701	50711	0.0219	1
putnam_2010_b2	d4d25fec-53e3-4d3e-a476-6152e29d2b62	2026-08-10T04:15:00	2026-08-10T05:55:01	deepseek-v4-flash	124	6409128	88973	214559	0.0905	1
putnam_2010_b3	1348287f-4ac8-4817-b1ac-20d40a926e43	2026-08-10T04:17:39	2026-08-10T05:12:35	deepseek-v4-flash	74	2824398	72522	212993	0.0777	1
putnam_2010_b4	a50cd76f-f18f-4d20-92ed-3c88c7209340	2026-08-10T04:41:09	2026-08-10T05:09:33	deepseek-v4-flash	73	2096445	53143	118672	0.0465	1
putnam_2010_b5	3e3cb167-2b9c-49fc-8599-b654ca270adf	2026-08-10T04:51:32	2026-08-10T05:23:57	deepseek-v4-flash	27	370604	29757	184853	0.057	1
putnam_2010_b6	65411112-0dc1-4f58-b82e-34e348ae728c	2026-08-10T04:57:10	2026-08-10T06:15:04	deepseek-v4-flash	99	5271501	100287	243755	0.0971	1
putnam_2011_a1	5a51bbfe-3ea7-4bc1-952e-d2357b2481a7	2026-08-10T05:03:48	2026-08-10T08:22:10	deepseek-v4-flash	165	15438357	169841	286527	0.1472	1
putnam_2011_a2	2d312f47-515c-4fab-8b64-41af6b198517	2026-08-10T05:09:49	2026-08-10T05:16:50	deepseek-v4-flash	14	103257	16367	32495	0.0117	1
putnam_2011_a3	c24aae08-6c82-49d1-a628-1736bb3faaa0	2026-08-10T05:12:57	2026-08-10T06:00:00	deepseek-v4-flash	108	5150586	93173	166955	0.0742	1
putnam_2011_a4	fb7981f6-da14-4a7c-bf55-7eabe8dd0f5c	2026-08-10T05:17:07	2026-08-10T05:56:52	deepseek-v4-flash	74	1796660	50064	98649	0.0397	1
putnam_2011_a5	ce5d07af-67de-457d-8615-f3a3de3eddc0	2026-08-10T05:24:29	2026-08-10T07:27:23	deepseek-v4-flash	162	12188003	130983	264476	0.1265	1
putnam_2011_a6	017a2495-26da-4364-abb5-4328cc70dcc7	2026-08-10T05:58:16	2026-08-10T10:40:57	deepseek-v4-flash	314	41002818	230662	390146	0.2563	1
putnam_2011_b1	2c9ef340-9dfe-49c3-89be-c34fa0deddc3	2026-08-10T06:01:09	2026-08-10T06:07:20	deepseek-v4-flash	7	25597	6583	21810	0.0071	1
putnam_2011_b2	4e8a5521-ec99-4c07-b184-89866d628a07	2026-08-10T06:01:11	2026-08-10T06:53:06	deepseek-v4-flash	48	1842465	66038	173559	0.063	1
putnam_2011_b3	47d9c790-67ca-4b1c-a033-565e055268c0	2026-08-10T06:08:04	2026-08-10T06:18:05	deepseek-v4-flash	11	75079	12684	40683	0.0134	1
putnam_2011_b4	90cf1981-380f-487f-b5e7-be88aa7dfded	2026-08-10T06:16:03	2026-08-10T07:27:20	deepseek-v4-flash	128	6497895	90841	222157	0.0931	1
putnam_2011_b5	5d4ec394-09f3-43c3-a3de-4dc5a02bf8ac	2026-08-10T06:18:37	2026-08-10T07:14:38	deepseek-v4-flash	89	3882807	91560	184612	0.0754	1
putnam_2011_b6	0cdd12f6-eda8-4fec-bb8a-f290e489dc4b	2026-08-10T06:54:25	2026-08-10T13:31:53	deepseek-v4-flash	213	17893660	162605	799533	0.2967	0
putnam_2011_b6	fee78a56-f8fc-4e9c-8dee-9f49f0656754	2026-08-12T13:40:27	2026-08-12T16:37:15	deepseek-v4-flash	236	21679607	196795	452633	0.215	1
putnam_2012_a1	77545654-4a6f-4836-a915-3658914989ad	2026-08-10T06:56:16	2026-08-10T07:44:07	deepseek-v4-flash	75	3763911	105402	179057	0.0754	1
putnam_2012_a2	e4e970e7-eb09-498f-958a-e06157baee59	2026-08-10T07:15:31	2026-08-10T07:16:37	deepseek-v4-flash	4	7100	2890	3727	0.0015	1
putnam_2012_a3	14e761fd-6d8c-450f-8b39-3d2b6cd512b4	2026-08-10T07:17:00	2026-08-10T07:37:33	deepseek-v4-flash	33	840519	45707	104211	0.0379	1
putnam_2012_a4	03321481-1220-408a-a89b-85d14d9bb1e0	2026-08-10T07:27:32	2026-08-10T08:49:23	deepseek-v4-flash	63	2449789	67662	221267	0.0783	1
putnam_2012_a5	6cbfc95b-5ab2-4c36-b3b6-6abcc24986a4	2026-08-10T07:27:59	2026-08-10T09:28:47	deepseek-v4-flash	155	11913622	135286	302609	0.137	1
putnam_2012_a6	42273383-7be9-4b67-ae57-646b56cb9704	2026-08-10T07:38:08	2026-08-10T08:14:31	deepseek-v4-flash	60	1690338	63347	172544	0.0619	1
putnam_2012_b1	9ac6bfc1-bc98-41c0-81f1-2071a39fa60d	2026-08-10T07:44:40	2026-08-10T07:54:36	deepseek-v4-flash	9	47367	10232	54292	0.0168	1
putnam_2012_b3	7317611b-358b-406a-b123-0c02d768ffa0	2026-08-10T07:55:05	2026-08-10T08:10:03	deepseek-v4-flash	23	294398	23382	59730	0.0208	1
putnam_2012_b4	17cc6b2b-783f-4d17-9584-1e97e2ccf2a4	2026-08-10T08:10:46	2026-08-10T08:20:01	deepseek-v4-flash	10	70149	14107	34524	0.0118	1
putnam_2012_b5	76fa6f3c-c3ee-410b-b093-f5ad571cb264	2026-08-10T08:15:27	2026-08-10T08:27:40	deepseek-v4-flash	16	315989	33874	42933	0.0176	1
putnam_2012_b6	f1971125-3318-454d-8189-1b7b791a9188	2026-08-10T08:20:32	2026-08-10T10:13:40	deepseek-v4-flash	180	13219611	135539	250663	0.1262	1
putnam_2013_a2	c096d6cc-c309-4ef9-bf9c-7f4c45ecd3d9	2026-08-10T08:25:55	2026-08-10T09:01:23	deepseek-v4-flash	50	1799995	65927	145829	0.0551	1
putnam_2013_a3	fe0b9f4e-063d-41a4-b793-293385782eaf	2026-08-10T08:28:26	2026-08-10T08:49:31	deepseek-v4-flash	21	301411	25384	76798	0.0259	1
putnam_2013_a4	a9af6300-f9ca-4429-b2a3-0c9b84dbdc13	2026-08-10T08:50:02	2026-08-10T10:08:56	deepseek-v4-flash	63	1888178	59941	152164	0.0563	1
putnam_2013_a5_fix	dadb31e1-b40d-4368-affe-ef177b6ac3fb	2026-08-14T21:41:38	2026-08-15T03:04:13	deepseek-v4-pro	542	133985063	429082	346853	0.9741	1
putnam_2013_a5_fix	d31bfcdb-c7c8-43af-8a90-6dfc0d6355d8	2026-08-14T22:34:38	2026-08-15T03:32:00	deepseek-v4-pro	660	166373906	752316	494477	1.3606	1
putnam_2013_a6	2f202ae3-b46a-4c8f-a958-080d3fa71c10	2026-08-10T09:02:22	2026-08-11T23:31:41	deepseek-v4-flash	380	58268215	292733	578376	0.3661	1
putnam_2013_b1	921bbb7f-2d98-47e6-b4b3-ec6aa20ec959	2026-08-10T09:29:56	2026-08-10T09:50:48	deepseek-v4-flash	20	168351	16640	47705	0.0162	1
putnam_2013_b2	1fc9758d-8f04-4f8e-8048-69fa25112d3f	2026-08-10T09:51:30	2026-08-10T10:19:57	deepseek-v4-flash	29	504716	32240	71425	0.0259	1
putnam_2013_b3	ef2996a0-8026-4df5-a5e0-dbefb450dbc2	2026-08-10T10:12:21	2026-08-10T10:24:51	deepseek-v4-flash	16	141153	14730	42833	0.0145	1
putnam_2013_b4	21644a9e-6c72-4c4f-9ade-889a9b61bab0	2026-08-10T10:14:11	2026-08-10T10:46:27	deepseek-v4-flash	45	993348	45134	91489	0.0347	1
putnam_2013_b5	73111d07-a777-446c-86f9-58d58a8bead7	2026-08-10T10:20:43	2026-08-10T12:19:39	deepseek-v4-flash	177	16173100	161208	373612	0.1725	1
putnam_2014_a1	06161ef1-029a-4c3d-934e-0d11bff9076b	2026-08-10T10:25:40	2026-08-10T11:07:34	deepseek-v4-flash	82	2980362	71196	131498	0.0551	1
putnam_2014_a2	55e9288c-74f1-4ccb-87a6-f4b647b1bde1	2026-08-10T10:42:13	2026-08-10T11:08:07	deepseek-v4-flash	39	706242	33614	102924	0.0355	1
putnam_2014_a3	bb868f17-b4a1-422a-97f5-471426e3e06f	2026-08-10T10:48:12	2026-08-10T11:02:06	deepseek-v4-flash	21	205022	19023	57643	0.0194	1
putnam_2014_a4	5c51fb10-409d-4ba2-ad93-1ff8e78da39e	2026-08-10T11:02:42	2026-08-10T11:18:10	deepseek-v4-flash	21	298933	26713	61907	0.0219	1
putnam_2014_a5	f7714f80-ac0b-464a-90e5-b192682008f0	2026-08-10T11:08:02	2026-08-10T14:09:10	deepseek-v4-flash	193	15064406	137546	423876	0.1801	1
putnam_2014_a6	d3de2106-f7ca-4e0a-82b1-1e10470e7655	2026-08-10T11:08:29	2026-08-10T11:33:30	deepseek-v4-flash	29	417720	26274	83252	0.0282	1
putnam_2014_b1	a88b9544-62e4-423a-a91e-411ddb455f5c	2026-08-10T11:18:50	2026-08-10T11:50:34	deepseek-v4-flash	46	1264569	48408	137123	0.0487	1
putnam_2014_b2	8b68ee09-f7fc-4f0a-b74e-5ae8881410a8	2026-08-10T11:34:18	2026-08-10T12:02:25	deepseek-v4-flash	31	839144	60172	135549	0.0487	1
putnam_2014_b3	643754ca-25e6-4245-b9d4-2f9302810c51	2026-08-10T11:51:26	2026-08-10T13:19:33	deepseek-v4-flash	142	10552898	161681	299058	0.1359	1
putnam_2014_b4	098e78b0-21fe-4df9-9dc5-79cb0a50a374	2026-08-10T12:03:00	2026-08-10T13:12:16	deepseek-v4-flash	79	4490988	99759	250065	0.0966	1
putnam_2014_b6	b09cac07-1af3-484f-ad8a-a1044c622128	2026-08-10T12:20:04	2026-08-10T15:03:17	deepseek-v4-flash	166	14260699	144352	363931	0.162	1
putnam_2015_a1	d1c35d36-683a-48ca-84e9-019971892075	2026-08-10T13:10:14	2026-08-10T14:23:38	deepseek-v4-flash	131	7865095	114250	190771	0.0914	1
putnam_2015_a2	80f3cdc9-a267-46ec-a7f1-85ef06990211	2026-08-10T13:12:56	2026-08-10T13:40:37	deepseek-v4-flash	32	370681	24706	53684	0.0195	1
putnam_2015_a3	7b5187af-a7ff-4609-be8a-7ee7d490b2e1	2026-08-10T13:20:32	2026-08-10T15:18:51	deepseek-v4-flash	289	27607829	152551	319382	0.1881	1
putnam_2015_a4	68bcf0b7-46ee-4c0e-b3eb-c3d6f805b6de	2026-08-10T13:31:53	2026-08-10T19:20:07	deepseek-v4-flash	242	22477657	202398	444085	0.2156	1
putnam_2015_a5	e69d2b4f-f9c2-454f-8f18-7f1e3cd0fa5c	2026-08-10T13:40:49	2026-08-10T16:26:26	deepseek-v4-flash	243	24445017	183611	368019	0.1972	1
putnam_2015_a6	2dedf9ac-6cdc-4341-b280-955f93e805c4	2026-08-10T13:41:12	2026-08-10T13:53:18	deepseek-v4-flash	18	200323	25992	67155	0.023	1
putnam_2015_b1	323fcc45-686e-430e-bef1-5dd9f3d30342	2026-08-10T13:53:42	2026-08-10T14:04:59	deepseek-v4-flash	31	560463	34246	57468	0.0225	1
putnam_2015_b2	daf6b1e5-9113-488f-993a-b71636e407cf	2026-08-10T14:05:21	2026-08-11T08:57:50	deepseek-v4-flash	396	66611201	298819	547886	0.3818	1
putnam_2015_b3	ff6c5a7c-b4b2-4b47-84f5-6ca07536749a	2026-08-10T14:11:01	2026-08-10T14:36:40	deepseek-v4-flash	35	653007	35608	81350	0.0296	1
putnam_2015_b4	b1a60208-f1b4-454f-affc-f1c7a6ba1c3e	2026-08-10T14:24:57	2026-08-10T15:24:10	deepseek-v4-flash	136	10789348	146286	197172	0.1059	1
putnam_2015_b5	7744fe9f-7dcc-469a-89ed-22a0ef802409	2026-08-10T14:37:51	2026-08-11T08:09:59	deepseek-v4-flash	619	147686049	438989	789874	0.6961	0
putnam_2015_b5	36403ec5-1473-4a4a-894e-5cb22cf17f27	2026-08-12T15:32:13	2026-08-12T23:43:30	deepseek-v4-flash	860	124684999	806550	1490098	0.8793	1
putnam_2015_b6	0163d9f9-25fa-4034-af9d-aae70fb351b5	2026-08-10T15:04:28	2026-08-10T18:23:08	deepseek-v4-flash	189	16598835	162755	329728	0.1616	1
putnam_2016_a1	d5887e98-51dd-411d-b7d1-1bdc09a9c2c9	2026-08-10T15:19:26	2026-08-10T15:26:34	deepseek-v4-flash	20	158943	14272	26318	0.0098	1
putnam_2016_a2	01fac1bf-88c0-4ba9-8583-9e6541723c8c	2026-08-10T15:25:12	2026-08-10T15:55:23	deepseek-v4-flash	30	580307	37723	104432	0.0361	1
putnam_2016_a3	942d4a0a-08e6-4cfc-952f-4b453f34f388	2026-08-10T15:26:51	2026-08-10T15:53:58	deepseek-v4-flash	45	864570	37423	91973	0.0334	1
putnam_2016_a5	33adbe18-8b0e-4cb3-8cd1-b46d8ded10c8	2026-08-10T15:55:10	2026-08-10T16:46:50	deepseek-v4-flash	53	1115604	42351	113093	0.0407	1
putnam_2016_a6	85b285fb-3d81-43d2-95e8-1af2993a5fbc	2026-08-10T15:56:37	2026-08-10T18:33:09	deepseek-v4-flash	115	5894415	96878	241732	0.0978	1
putnam_2016_b1	45a8d2bf-d312-4c7e-9db3-115eda298388	2026-08-10T16:27:37	2026-08-10T16:46:18	deepseek-v4-flash	26	276545	22438	32586	0.013	1
putnam_2016_b2	2573b9c2-bd5a-4ae1-aaa0-ae3d28b1389b	2026-08-10T16:46:31	2026-08-10T19:36:03	deepseek-v4-flash	166	15815620	183790	353090	0.1689	1
putnam_2016_b3	4fe8db85-057b-4597-af1b-ae986a12a31f	2026-08-10T16:47:29	2026-08-10T19:32:41	deepseek-v4-flash	254	27251932	211849	361920	0.2073	1
